Year,Coroner_area,Region,Country,Country2,PM_NIQ_M,PM_NIQ_F,PM_NIQ_T,PM_IQ_M,PM_IQ_F,PM_IQ_T,PM_PIQ_M,PM_PIQ_F,PM_PIQ_T,PM_TDR_M,PM_TDR_F,PM_TDR_T,WPM_NIQ_M,WPM_NIQ_F,WPM_NIQ_T,WPM_IQ_M,WPM_IQ_F,WPM_IQ_T,WPM_PIQ_M,WPM_PIQ_F,WPM_PIQ_T,WPM_TDR_M,WPM_TDR_F,WPM_TDR_T,TDR_NIQ_M,TDR_NIQ_F,TDR_NIQ_T,TDR_IQ_M,TDR_IQ_F,TDR_IQ_T,TDR_PIQ_M,TDR_PIQ_F,TDR_PIQ_T,TDR_TDR_M,TDR_TDR_F,TDR_TDR_T,Transferred,Sex_unknown,PM_Standard,PM_NonStandard,PM_Hist,PM_Tox,Out_Eng,Elsewhere,Custody_prison,Custody_police,Custody_imm,Custody_MHA,Custody_probation,Custody_STC,Custody_SCH,Custody_ROTL,Custody_prison7,CUSTODY_DOLS,Custody_Total,KUL_M,KUL_F,KUL_T,KL_M,KL_F,KL_T,Suicide_M,Suicide_F,Suicide_T,Abor_M,Abor_F,Abor_T,Negl_M,Negl_F,Negl_T,D_Drugs_M,D_Drugs_F,D_Drugs_T,ND_Drugs_M,ND_Drugs_F,ND_Drugs_T,DRUGS_ALC_M,DRUGS_ALC_F,DRUGS_ALC_T,COLLISION_M,COLLISION_F,COLLISION_T,WAB_M,WAB_F,WAB_T,IND_M,IND_F,IND_T,DBMIS_M,DBMIS_F,DBMIS_T,Still_M,Still_F,Still_T,DBNC_M,DBNC_F,DBNC_T,Open_M,Open_F,Open_T,Dis_M,Dis_F,Dis_T,Unclass_M,Unclass_F,Unclass_T,Total_Verdicts_M,Total_Verdicts_F,Total_Verdicts_T,Age_0_1_years,Age_1_14_years,Age_15_24_years,Age_25_44_years,Age_45_64_years,Age_over65_years,Age_not_known,Murder_T,Manslaughter_T,Infanticide_T,RTA_T,Aid_suicide_T,Corp_Manslaughter_T,Other_Charges_T,Disaster_T,All_Charges_T,Inq_with_juries,Inq_without_juries,Inq_Total,Inq_held_HC,Inq_quashed_HC,Inq_Total_treasure_tr,TA96_Finds,TA96_Inq,TA96_Verdicts,Exhumations,Cases_NIQ_1_week_or_less,Cases_NIQ_up_to_1_month,Cases_NIQ_over_1_month,Cases_NIQ_certs_total,Cases_NIQ_no_certs_total,Cases_IQ_1_week_or_less,Cases_IQ_up_to_1_month,Cases_IQ_over_1_month,Cases_IQ_certs_total_EW,Cases_IQ_certs_total_AB,Cases_PIQ_1_week_or_less,Cases_PIQ_up_to_1_month,Cases_PIQ_over_1_month,Cases_PIQ_certs_total,Cases_PIQ_no_certs_total,Cases_1_month_or_less_EW,Cases_1_to_3_months_EW,Cases_3_to_6_months_EW,Cases_6_to_12_months_EW,Cases_over_12_months_EW,Cases_Total_EW,Cases_Total_AB,Cases_Total,Inq_op_6_months_or_less_EW,Inq_op_6_to_12_months_EW,Inq_op_1_to_2_years_EW,Inq_op_over_2_years_EW,Inq_op_Total_EW,Inq_op_6_months_or_less_AB,Inq_op_6_to_12_months_AB,Inq_op_1_to_2_years_AB,Inq_op_over_2_years_AB,Inq_op_Total_AB,Inq_op_Total,WPM_NIQ_TDR,WPM_TDR_TDR,TDR_NIQ_TDR,TDR_TDR_TDR,Grouped_Verdicts_M,Grouped_Verdicts_F,Grouped_Verdicts_T,Inq_op_6_months_or_less_T,Inq_op_6_to_12_months_T,Inq_op_1_to_2_years_T,Inq_op_over_2_years_T,PM_less_invasive,PM_less_invasive_only,PM_HO_forensic_pathologist,PM_defence_lawyer_request,Murder_Suspended_T,Manslaughter_Suspended_T,Infanticide_Suspended_T,RTA_Suspended_T,Aid_suicide_Suspended_T,Corp_Manslaughter_Suspended_T,Other_Charges_Suspended_T,Inquiry_Suspended_IA2005_T,General_Power_Suspended_T,All_Charges_Suspended_T
2019,Central and South East Kent,South East,England,England and Wales,281,162,443,92,26,118,18,16,34,391,204,595,285,255,540,54,46,100,15,11,26,354,312,666,566,417,983,146,72,218,33,27,60,745,516,1261,3,0,588,7,118,131,20,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,21,6,27,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,11,1,12,0,0,0,13,0,13,31,22,53,0,0,0,24,19,43,6,2,8,0,0,0,24,23,47,149,78,227,8,0,9,35,42,133,0,1,0,0,4,0,0,1,0,6,7,226,233,0,0,0,19,4,4,0,799,159,8,966,17,121,75,20,216,2,19,9,0,28,32,53,69,60,30,18,230,3,233,110,5,2,0,117,2,0,0,0,2,119,540,666,983,1261,24,23,47,112,5,2,0,4,,,,,,,,,,,,,
2019,Mid Kent and Medway,South East,England,England and Wales,454,253,707,138,61,199,45,23,68,637,337,974,397,467,864,69,69,138,30,29,59,496,565,1061,851,720,1571,207,130,337,75,52,127,1133,902,2035,2,1,961,13,92,186,22,6,10,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,37,8,45,0,0,0,0,0,0,0,0,0,0,0,0,26,16,42,6,3,9,0,0,0,38,2,40,41,34,75,0,0,0,29,32,61,4,3,7,0,0,0,52,49,101,233,147,380,5,0,9,58,90,218,0,2,0,0,0,0,0,0,0,2,9,373,382,1,1,0,9,0,0,0,953,584,6,1543,29,128,189,20,337,0,10,31,0,41,86,73,94,114,57,44,382,0,382,149,16,11,10,186,0,0,0,3,3,189,865,1062,1572,2036,52,49,101,149,16,11,13,0,,,,,,,,,,,,,
2019,North East Kent,South East,England,England and Wales,290,198,488,106,30,136,36,12,48,432,240,672,346,352,698,52,52,104,14,9,23,412,413,825,636,550,1186,158,82,240,50,21,71,844,653,1497,0,3,664,8,156,136,14,3,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,30,11,41,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,4,0,4,0,0,0,29,2,31,34,39,73,0,0,0,22,21,43,7,2,10,0,0,0,32,32,64,178,112,291,3,0,7,39,50,192,0,0,0,0,2,0,0,0,0,2,1,292,293,0,0,0,14,2,2,0,950,210,4,1164,24,119,89,31,239,1,12,11,0,23,49,47,83,94,34,32,290,3,293,98,11,6,1,116,0,0,0,0,0,116,701,828,1189,1500,32,32,64,98,11,6,1,2,,,,,,,,,,,,,
2019,North West Kent,South East,England,England and Wales,321,230,551,74,34,108,16,18,34,411,282,693,423,492,915,50,51,101,37,31,68,510,574,1084,744,722,1466,124,85,209,53,49,102,921,856,1777,7,0,683,10,72,143,21,3,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,30,6,36,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,5,2,7,0,0,0,8,1,9,25,25,50,0,0,0,32,35,67,12,6,18,0,0,0,5,7,12,130,90,220,0,2,5,31,45,137,0,1,0,0,1,0,0,0,0,2,3,219,222,0,0,0,4,0,0,0,1142,267,24,1433,33,81,88,39,208,1,5,3,0,8,94,55,86,52,16,12,221,1,222,73,3,0,1,77,0,1,0,0,1,78,915,1084,1466,1777,5,7,12,73,4,0,1,0,,,,,,,,,,,,,
2019,Milton Keynes,South East,England,England and Wales,98,57,155,71,17,88,12,6,18,181,80,261,251,261,512,39,27,66,0,0,0,290,288,578,349,318,667,110,44,154,12,6,18,471,368,839,1,1,241,20,107,95,36,6,4,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,26,3,29,0,0,0,0,0,0,0,0,0,0,0,0,20,6,26,3,3,6,0,0,0,15,2,17,22,21,43,0,0,0,11,8,19,4,0,4,0,0,0,11,2,13,112,45,157,1,3,5,39,39,70,0,1,1,0,3,0,0,0,0,5,6,156,162,0,0,0,3,13,13,0,556,45,28,629,39,116,26,10,152,2,14,3,0,17,1,1,26,79,41,13,160,2,162,34,12,2,2,50,2,0,0,0,2,52,513,579,668,840,11,2,13,36,12,2,2,1,,,,,,,,,,,,,
2019,Oxfordshire,South East,England,England and Wales,314,169,483,114,52,166,9,5,14,437,226,663,628,615,1243,73,53,126,0,0,0,701,668,1369,942,784,1726,187,105,292,9,5,14,1138,894,2032,37,2,603,60,173,157,58,16,4,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,44,11,55,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,13,3,16,0,0,0,25,5,30,58,47,105,0,0,0,8,5,13,9,2,11,0,0,0,18,15,33,195,93,288,0,3,9,58,55,163,0,1,0,0,7,0,0,1,0,9,11,286,297,0,0,0,2,18,17,0,1506,96,55,1657,71,198,70,18,286,6,7,7,0,14,0,5,22,194,57,14,292,5,297,97,8,1,1,107,4,1,1,0,6,113,1245,1371,1728,2034,18,15,33,101,9,2,1,34,,,,,,,,,,,,,
2019,Surrey,South East,England,England and Wales,768,572,1340,243,138,381,87,48,135,1098,758,1856,663,740,1403,151,92,243,2,0,2,816,832,1648,1431,1312,2743,394,230,624,89,48,137,1914,1590,3504,51,5,1803,53,100,228,108,34,3,0,0,1,0,0,0,0,0,0,4,1,2,3,0,0,0,67,18,85,0,0,0,0,1,1,0,0,0,0,0,0,31,13,44,13,7,20,0,0,0,54,7,61,116,87,203,0,0,0,22,16,38,32,16,48,0,0,0,146,120,266,482,287,769,7,6,15,88,136,516,1,4,2,0,4,0,0,0,0,10,9,770,779,0,0,0,15,3,3,0,568,1726,285,2579,169,47,473,94,614,10,3,89,35,127,10,188,53,77,184,268,770,9,779,115,92,76,19,302,2,1,3,3,9,311,1408,1653,2748,3509,146,120,266,117,93,79,22,2,,,,,,,,,,,,,
2019,West Sussex,South East,England,England and Wales,567,416,983,146,75,221,8,6,14,721,497,1218,952,1000,1952,84,61,145,0,0,0,1036,1061,2097,1519,1416,2935,230,136,366,8,6,14,1757,1558,3315,12,1,1181,37,36,142,36,25,0,0,0,2,0,0,0,0,0,0,2,1,1,2,0,0,0,54,20,74,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,10,5,15,0,0,0,35,6,41,53,59,112,0,0,0,29,7,36,16,4,20,0,0,0,25,28,53,243,142,385,2,1,19,56,88,219,0,4,2,0,10,0,0,0,0,16,8,393,401,0,0,0,20,3,3,0,1802,291,88,2181,755,208,111,40,359,7,2,10,0,12,2,5,44,230,75,43,397,4,401,109,11,11,11,142,4,1,5,0,10,152,1953,2098,2936,3316,25,28,53,113,12,16,11,1,,,,,,,,,,,,,
2019,Avon,South West,England,England and Wales,573,340,913,207,79,286,95,51,146,875,470,1345,1133,1145,2278,178,180,358,39,24,63,1350,1349,2699,1706,1485,3191,385,259,644,134,75,209,2225,1819,4044,31,1,1320,25,414,397,60,39,6,0,0,5,0,0,0,0,5,0,16,2,1,3,0,0,0,71,12,83,0,0,0,0,0,0,0,0,0,0,0,0,52,15,67,4,1,5,0,0,0,36,1,37,90,102,192,0,0,0,58,50,108,9,2,11,0,0,0,127,95,222,449,279,728,6,3,30,119,137,433,0,5,1,0,2,0,0,0,0,8,5,731,736,0,0,0,1,0,0,0,2233,805,94,3132,60,190,368,75,633,11,42,120,6,168,41,250,137,173,114,43,717,19,736,133,15,12,6,166,2,2,1,1,6,172,2279,2700,3192,4045,127,95,222,135,17,13,7,0,,,,,,,,,,,,,
2019,Cornwall and Isles of Scilly,South West,England,England and Wales,471,305,776,137,53,190,102,36,138,710,394,1104,650,748,1398,103,84,187,3,1,4,756,833,1589,1121,1053,2174,240,137,377,105,37,142,1466,1227,2693,3,0,1062,42,204,213,13,11,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,42,10,52,0,0,0,1,0,1,0,0,0,0,0,0,31,13,44,11,4,15,0,0,0,25,1,26,64,74,138,0,0,0,24,19,43,6,5,11,0,0,0,9,10,19,214,136,350,0,3,16,47,73,211,0,1,0,0,2,0,0,0,0,3,3,350,353,0,0,0,13,9,9,0,1988,149,35,2172,2,271,88,15,374,3,66,65,5,136,6,0,26,140,134,50,350,3,353,167,54,20,11,252,1,2,1,0,4,256,1398,1589,2174,2693,9,10,19,168,56,21,11,1,,,,,,,,,,,,,
2019,Exeter and Greater Devon,South West,England,England and Wales,389,202,591,106,45,151,61,27,88,556,274,830,712,729,1441,58,40,98,32,23,55,802,792,1594,1101,931,2032,164,85,249,93,50,143,1358,1066,2424,2,1,824,6,217,215,9,11,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,46,9,55,0,0,0,0,0,0,0,0,0,0,0,0,27,12,39,23,2,25,0,0,0,23,4,27,57,35,92,0,0,0,8,7,15,26,9,35,0,0,0,48,31,79,258,109,367,7,1,16,59,88,196,0,0,0,0,1,0,0,0,0,1,8,360,368,0,0,0,23,13,5,0,1752,201,65,2018,15,115,70,63,248,1,71,37,3,111,32,4,1,14,263,81,363,5,368,118,65,20,13,216,0,1,0,0,1,217,1442,1595,2033,2425,48,31,79,118,66,20,13,0,,,,,,,,,,,,,
2019,"Plymouth, Torbay and South Devon",South West,England,England and Wales,486,295,781,191,68,259,12,2,14,689,365,1054,884,880,1764,147,96,243,1,7,8,1032,983,2015,1370,1175,2545,338,164,502,13,9,22,1721,1348,3069,0,0,1022,32,74,76,14,14,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,48,19,67,0,0,0,0,0,0,0,0,0,0,0,0,37,11,48,5,1,6,0,0,0,46,1,47,105,80,185,0,0,0,19,10,29,11,10,21,0,0,0,33,19,52,305,151,456,2,2,22,55,108,267,0,1,0,0,2,0,0,0,0,3,11,448,459,0,0,0,0,0,0,0,2280,161,103,2544,1,278,135,83,496,4,0,13,11,24,0,154,38,126,111,26,455,4,459,19,24,11,3,57,1,0,0,0,1,58,1764,2015,2545,3069,33,19,52,20,24,11,3,0,,,,,,,,,,,,,
2019,Dorset,South West,England,England and Wales,568,374,942,200,84,284,14,11,25,782,469,1251,910,986,1896,187,116,303,18,8,26,1115,1110,2225,1478,1360,2838,387,200,587,32,19,51,1897,1579,3476,0,0,1230,21,143,234,40,20,2,0,0,5,0,0,0,0,0,0,7,1,0,1,0,0,0,56,19,75,0,0,0,0,0,0,0,0,0,0,0,0,33,4,37,11,5,16,0,0,0,35,3,38,61,46,107,0,0,0,23,31,54,7,6,13,0,0,0,61,68,129,288,182,470,6,1,23,60,93,287,0,2,0,0,8,0,0,0,0,10,8,472,480,0,0,0,55,16,16,0,2290,397,151,2833,5,227,217,140,584,3,0,12,39,51,0,37,13,97,293,35,475,5,480,169,60,15,3,247,2,1,0,0,3,250,1896,2225,2838,3476,61,68,129,171,61,15,3,0,,,,,,,,,,,,,
2019,Gloucestershire,South West,England,England and Wales,259,173,432,116,56,172,84,38,122,459,267,726,564,658,1222,56,35,91,56,85,141,676,778,1454,823,831,1654,172,91,263,140,123,263,1135,1045,2180,4,0,501,225,124,186,19,25,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,51,16,67,0,0,0,0,0,0,0,0,0,0,0,0,31,13,44,11,2,13,0,0,0,28,1,29,36,33,69,0,0,0,10,7,17,5,5,10,0,0,0,21,12,33,194,89,283,5,0,9,50,85,134,0,1,1,0,7,0,0,0,0,9,5,287,292,0,0,0,11,4,4,0,1116,251,75,1442,212,59,67,132,258,5,32,70,0,102,161,6,17,181,57,27,288,4,292,112,11,10,1,134,3,0,1,0,4,138,1222,1454,1654,2180,21,12,33,115,11,11,1,29,,,,,,,,,,,,,
2019,Somerset,South West,England,England and Wales,327,174,501,116,46,162,45,22,67,488,242,730,811,861,1672,75,50,125,0,0,0,886,911,1797,1138,1035,2173,191,96,287,45,22,67,1374,1153,2527,3,0,715,15,218,218,18,25,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,50,13,63,0,0,0,0,0,0,0,0,0,0,0,0,16,5,21,8,4,12,0,0,0,17,1,18,49,30,79,0,0,0,15,12,27,2,1,3,0,0,0,45,29,74,202,95,297,1,1,9,46,76,164,0,0,1,0,7,0,0,0,0,8,1,304,305,0,0,0,26,11,11,0,2009,71,57,2137,36,272,2,0,274,13,0,0,0,0,67,70,51,100,65,12,298,7,305,91,17,11,10,129,3,3,2,2,10,139,1672,1797,2173,2527,45,29,74,94,20,13,12,0,,,,,,,,,,,,,
2019,Wiltshire and Swindon,South West,England,England and Wales,317,196,513,129,39,168,17,12,29,463,247,710,885,861,1746,50,25,75,4,1,5,939,887,1826,1202,1057,2259,179,64,243,21,13,34,1402,1134,2536,5,0,238,472,110,177,32,20,1,0,0,3,0,0,0,0,0,0,4,0,2,2,0,0,0,44,4,48,0,0,0,0,0,0,0,0,0,0,0,0,19,3,22,21,7,28,0,0,0,32,0,32,49,32,81,0,0,0,3,3,6,0,0,0,0,0,0,22,8,30,190,59,249,2,4,14,57,56,116,0,4,0,0,8,0,0,0,0,12,4,257,261,0,0,0,29,11,11,0,2089,99,37,2225,34,232,5,0,237,6,0,0,0,0,34,56,34,77,65,23,255,6,261,79,7,8,3,97,3,0,1,0,4,101,1746,1826,2259,2536,22,8,30,82,7,9,3,0,,,,,,,,,,,,,
2018,South Wales Central,Wales,Wales,England and Wales,573,369,942,245,113,358,75,44,119,893,526,1419,866,926,1792,132,67,199,29,22,51,1027,1015,2042,1439,1295,2734,377,180,557,104,66,170,1920,1541,3461,30,0,1402,17,463,446,33,29,8,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,62,26,88,0,0,0,1,0,1,0,0,0,0,0,0,66,26,92,15,8,23,0,0,0,44,4,48,66,34,100,0,0,0,50,21,71,18,11,29,0,0,0,63,46,109,385,176,561,9,11,25,156,137,223,0,4,2,0,8,0,0,0,0,14,9,566,575,0,0,0,5,13,11,0,2538,146,3,2687,47,429,110,10,549,8,75,43,1,119,51,33,84,331,84,31,563,12,575,224,14,21,7,266,6,0,2,0,8,274,1792,2042,2734,3461,63,46,109,230,14,23,7,63,,,,,,,,,,,,,
2018,Carmarthenshire and Pembrokeshire,Wales,Wales,England and Wales,232,130,362,81,33,114,20,12,32,333,175,508,479,512,991,23,10,33,1,2,3,503,524,1027,711,642,1353,104,43,147,21,14,35,836,699,1535,1,0,490,18,36,148,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,7,33,0,0,0,0,0,0,0,0,0,0,0,0,24,8,32,6,2,8,0,0,0,10,1,11,25,14,39,0,0,0,5,1,6,1,0,1,0,0,0,5,6,11,102,40,142,0,0,8,39,38,57,0,1,1,0,4,0,0,0,0,6,2,146,148,0,0,0,3,5,5,0,1283,8,52,1343,10,147,0,0,147,0,2,0,0,2,33,10,52,65,10,11,148,0,148,30,2,4,9,45,0,0,1,0,1,46,991,1027,1353,1535,5,6,11,30,2,5,9,9,,,,,,,,,,,,,
2018,North Wales (East and Central),Wales,Wales,England and Wales,480,273,753,164,86,250,34,19,53,678,378,1056,898,816,1714,46,32,78,0,1,1,944,849,1793,1378,1089,2467,210,118,328,34,20,54,1622,1227,2849,0,0,1044,12,234,236,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,44,0,0,0,0,0,0,0,0,0,0,0,0,29,15,44,13,1,14,0,0,0,13,1,14,50,49,99,0,0,0,32,23,55,6,4,10,0,0,0,6,20,26,180,126,306,4,1,6,60,104,131,0,5,1,0,3,0,0,0,0,9,1,314,315,0,0,0,1,9,1,0,2271,60,122,2453,14,323,1,0,324,4,1,0,1,2,52,0,0,173,113,28,314,1,315,141,35,10,6,192,2,2,0,0,4,196,1714,1793,2467,2849,6,20,26,143,37,10,6,0,,,,,,,,,,,,,
2018,Ceredigion,Wales,Wales,England and Wales,65,32,97,32,9,41,12,11,23,109,52,161,78,80,158,0,0,0,0,0,0,78,80,158,143,112,255,32,9,41,12,11,23,187,132,319,2,0,161,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,11,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,18,8,26,0,1,5,3,12,5,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,255,0,0,255,0,41,0,0,41,0,0,0,23,23,0,0,4,14,7,1,26,0,26,15,0,0,0,15,0,0,0,0,0,15,158,158,255,319,0,0,0,15,0,0,0,0,,,,,,,,,,,,,
2018,Gwent,Wales,Wales,England and Wales,487,323,810,85,25,110,75,37,112,647,385,1032,836,860,1696,40,26,66,4,1,5,880,887,1767,1323,1183,2506,125,51,176,79,38,117,1527,1272,2799,1,0,1016,16,174,129,21,18,2,0,0,3,0,0,0,0,0,0,5,0,1,1,0,0,0,45,8,53,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,7,2,9,0,0,0,23,3,26,49,37,86,0,0,0,4,5,9,5,1,6,0,0,0,3,4,7,143,62,205,0,3,13,46,53,90,0,0,0,0,0,0,0,0,0,0,0,205,205,0,0,0,0,4,3,0,1658,80,110,1848,658,173,2,0,175,1,0,0,2,2,115,74,6,33,72,19,204,1,205,14,8,4,3,29,0,0,0,0,0,29,1696,1767,2506,2799,3,4,7,14,8,4,3,15,,,,,,,,,,,,,
2018,Swansea and Neath Port Talbot,Wales,Wales,England and Wales,233,142,375,97,28,125,91,39,130,421,209,630,631,633,1264,27,23,50,4,0,4,662,656,1318,864,775,1639,124,51,175,95,39,134,1083,865,1948,10,0,602,28,165,187,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,33,0,0,0,0,0,0,0,0,0,0,0,0,45,11,56,6,1,7,0,0,0,11,1,12,30,28,58,0,0,0,10,3,13,6,4,10,0,0,0,16,10,26,146,69,215,2,1,13,73,41,85,0,3,1,0,2,0,0,0,0,6,2,219,221,0,0,0,0,0,0,0,1520,85,1,1606,33,169,3,1,173,2,0,9,87,96,38,25,6,107,54,28,220,1,221,57,11,11,22,101,1,1,1,0,3,104,1264,1318,1639,1948,16,10,26,58,12,12,22,20,,,,,,,,,,,,,
2018,North West Wales,Wales,Wales,England and Wales,163,93,256,63,39,102,5,6,11,231,138,369,304,293,597,8,6,14,0,0,0,312,299,611,467,386,853,71,45,116,5,6,11,543,437,980,1,0,233,136,63,91,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,24,0,0,0,2,0,2,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,4,0,4,21,16,37,0,0,0,3,3,6,9,3,12,0,0,0,4,1,5,69,36,105,1,0,4,31,38,31,0,1,0,0,2,0,0,0,0,3,0,108,108,0,0,0,0,1,1,0,819,5,21,845,8,115,0,0,115,1,0,0,0,0,11,5,9,44,35,13,106,2,108,21,8,3,1,33,1,0,0,0,1,34,597,611,853,980,4,1,5,22,8,3,1,0,,,,,,,,,,,,,
2018,County Durham and Darlington,North East,England,England and Wales,476,283,759,158,51,209,47,31,78,681,365,1046,819,836,1655,86,67,153,5,2,7,910,905,1815,1295,1119,2414,244,118,362,52,33,85,1591,1270,2861,1,0,1000,46,201,238,18,26,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,64,19,83,0,0,0,0,0,0,0,0,0,0,0,0,30,7,37,2,1,3,0,0,0,38,3,41,37,36,73,0,0,0,36,14,50,8,6,14,0,0,0,23,19,42,238,105,343,1,1,11,76,80,174,0,1,0,0,4,0,0,0,0,5,6,342,348,0,0,0,4,4,4,0,2031,193,155,2379,35,355,0,0,355,7,3,0,2,5,80,58,60,156,57,11,342,6,348,109,14,10,3,136,5,0,0,2,7,143,1655,1815,2414,2861,23,19,42,114,14,10,5,0,,,,,,,,,,,,,
2018,North Northumberland,North East,England,England and Wales,69,37,106,34,11,45,9,3,12,112,51,163,175,224,399,25,8,33,0,1,1,200,233,433,244,261,505,59,19,78,9,4,13,312,284,596,0,0,151,12,46,62,174,28,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,16,1,17,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,2,0,2,0,0,0,24,0,24,5,4,9,0,0,0,13,6,19,0,0,0,0,0,0,3,1,4,74,20,94,0,0,3,21,22,48,0,0,0,0,0,0,0,0,0,0,4,90,94,0,0,0,0,2,2,0,434,16,13,463,42,76,1,0,77,1,1,0,0,1,12,37,20,8,12,14,91,3,94,10,4,3,3,20,0,0,0,0,0,20,399,433,505,596,3,1,4,10,4,3,3,0,,,,,,,,,,,,,
2018,South Northumberland,North East,England,England and Wales,158,96,254,55,26,81,9,10,19,222,132,354,291,332,623,41,27,68,1,0,1,333,359,692,449,428,877,96,53,149,10,10,20,555,491,1046,0,0,335,19,104,82,41,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,2,0,2,0,0,0,14,0,14,55,36,91,0,0,0,3,1,4,7,8,15,0,0,0,15,4,19,109,52,161,1,2,9,29,25,95,0,0,0,0,0,0,0,0,0,0,0,161,161,0,0,0,0,1,1,0,664,75,37,776,101,146,1,1,148,1,0,0,0,0,20,66,43,23,20,6,158,3,161,27,8,2,0,37,0,1,0,0,1,38,623,692,877,1046,15,4,19,27,9,2,0,0,,,,,,,,,,,,,
2018,Teesside and Hartlepool,North East,England,England and Wales,488,282,770,160,113,273,112,54,166,760,449,1209,733,858,1591,38,20,58,0,0,0,771,878,1649,1221,1140,2361,198,133,331,112,54,166,1531,1327,2858,5,0,916,293,418,275,22,20,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,33,9,42,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40,4,1,5,0,0,0,31,0,31,52,46,98,0,0,0,27,12,39,1,0,1,0,0,0,47,41,88,218,126,344,4,0,16,81,70,173,0,9,1,0,3,0,0,1,0,14,4,354,358,0,2,0,0,0,0,0,2357,0,0,2357,4,297,30,3,330,1,166,0,0,166,0,43,206,69,26,13,357,1,358,10,7,5,0,22,0,0,0,0,0,22,1591,1649,2361,2858,47,41,88,10,7,5,0,0,,,,,,,,,,,,,
2018,Gateshead and South Tyneside,North East,England,England and Wales,269,174,443,117,31,148,33,14,47,419,219,638,526,630,1156,63,37,100,11,9,20,600,676,1276,795,804,1599,180,68,248,44,23,67,1019,895,1914,1,0,626,12,249,154,7,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,44,17,61,1,2,3,0,0,0,29,2,31,80,39,119,0,0,0,17,12,29,1,0,1,0,0,0,16,5,21,198,79,277,2,1,15,72,91,96,0,1,0,0,1,0,0,0,0,2,0,279,279,0,0,0,0,0,0,0,1375,94,40,1509,90,238,9,1,248,0,48,5,0,53,14,113,75,51,24,15,278,1,279,34,2,1,0,37,0,0,0,0,0,37,1156,1276,1599,1914,16,5,21,34,2,1,0,13,,,,,,,,,,,,,
2018,Newcastle upon Tyne,North East,England,England and Wales,305,164,469,132,59,191,62,35,97,499,258,757,547,505,1052,33,32,65,15,19,34,595,556,1151,852,669,1521,165,91,256,77,54,131,1094,814,1908,2,1,739,18,489,164,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,7,31,0,0,0,0,0,0,0,0,0,0,0,0,40,7,47,3,0,3,0,0,0,17,3,20,40,31,71,0,0,0,19,17,36,3,6,9,0,0,0,107,85,192,254,156,410,7,9,25,87,100,182,0,2,3,0,4,0,0,0,0,9,4,415,419,0,0,0,0,0,0,0,1242,35,238,1515,7,81,8,164,253,3,99,3,1,103,28,5,64,159,160,26,414,5,419,44,2,2,1,49,1,0,0,0,1,50,1053,1152,1522,1909,107,85,192,45,2,2,1,4,,,,,,,,,,,,,
